sample_id,true_disease,predicted_disease,disease_correct,true_severity,predicted_severity,severity_error,predicted_yield_loss,predicted_yield_loss_low,predicted_yield_loss_high,true_lesion_pixels,predicted_lesion_pixels,early_blight_tp,early_blight_fp,early_blight_fn,early_blight_dice,early_blight_iou,late_blight_tp,late_blight_fp,late_blight_fn,late_blight_dice,late_blight_iou,bacterial_spot_tp,bacterial_spot_fp,bacterial_spot_fn,bacterial_spot_dice,bacterial_spot_iou
0ccaeb36-37ff-4328-91c8-99aabd68f442___RS_Late.B 6596,late_blight,late_blight,True,10.55908203125,11.68670654296875,1.12762451171875,12.855377197265627,11.68670654296875,14.0240478515625,6920,7659,0,0,0,0.0,0.0,6370,1289,550,0.873859661156458,0.775977585576806,0,0,0,0.0,0.0
0ccaeb36-37ff-4328-91c8-99aabd68f442___RS_Late.B 6596_flipLR,late_blight,late_blight,True,10.49041748046875,11.42578125,0.93536376953125,12.568359375000002,11.42578125,13.7109375,6875,7488,0,0,0,0.0,0.0,6492,996,383,0.9039894172526631,0.8247998983610723,0,0,0,0.0,0.0
0cd1ebaf-3975-4749-b625-50b7b0751c36___RS_Erly.B 7508,early_blight,early_blight,True,1.90582275390625,0.87738037109375,-1.0284423828125,0.52642822265625,0.438690185546875,0.614166259765625,1249,575,575,0,674,0.6304824561403509,0.46036829463570855,0,0,0,0.0,0.0,0,0,0,0.0,0.0
0f4ce5ef-5ecf-4c5d-b301-3b5a44e3a1c8___UF.GRC_BS_Lab Leaf 0408,bacterial_spot,bacterial_spot,True,10.272216796875,9.90447998046875,-0.36773681640625,3.9617919921875,2.971343994140625,4.4570159912109375,6732,6491,0,0,0,0.0,0.0,0,0,0,0.0,0.0,5357,1134,1375,0.8102548589578764,0.6810322908721078
0fbc786c-62a7-44f3-8db8-2649809bf1aa___RS_Erly.B 9514,early_blight,early_blight,True,27.7496337890625,20.001220703125,-7.7484130859375,12.000732421875,10.0006103515625,14.000854492187498,18186,13108,9637,3471,8549,0.6159008116571867,0.44498314632682273,0,0,0,0.0,0.0,0,0,0,0.0,0.0
1b212ad6-e65a-4467-bfd1-9f9139070d33___GHLB2 Leaf 8609,late_blight,late_blight,True,5.804443359375,6.4300537109375,0.6256103515625,7.073059082031251,6.4300537109375,7.716064453125,3804,4214,0,0,0,0.0,0.0,3650,564,154,0.9104514841606386,0.8356227106227107,0,0,0,0.0,0.0
1b212ad6-e65a-4467-bfd1-9f9139070d33___GHLB2 Leaf 8609_flipLR,late_blight,late_blight,True,6.43157958984375,6.475830078125,0.04425048828125,7.123413085937501,6.475830078125,7.77099609375,4215,4244,0,0,0,0.0,0.0,3800,444,415,0.8984513535878945,0.815625670744795,0,0,0,0.0,0.0
1c057b5e-9ad7-4d51-b407-c60637005a13___RS_Erly.B 7594,early_blight,early_blight,True,8.9324951171875,3.04718017578125,-5.88531494140625,1.82830810546875,1.523590087890625,2.133026123046875,5854,1997,1426,571,4428,0.36326582600942553,0.2219455252918288,0,0,0,0.0,0.0,0,0,0,0.0,0.0
1d6494e5-d659-47f2-a854-95f7633f8018___GCREC_Bact.Sp 6102,bacterial_spot,healthy,False,0.5157470703125,0.0,-0.5157470703125,0.0,0.0,0.0,338,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,338,0.0,0.0
1db51a76-0e89-45c6-8f00-9262c1c7732e___GHLB2ES Leaf 139,late_blight,late_blight,True,3.2562255859375,4.7821044921875,1.52587890625,5.26031494140625,4.7821044921875,5.738525390625,2134,3134,0,0,0,0.0,0.0,1726,1408,408,0.6552771450265755,0.4872953133822699,0,0,0,0.0,0.0
1f38b254-2338-4e4a-b772-2a8e60ca8bc0___GHLB2 Leaf 121.3_flipLR,late_blight,late_blight,True,17.04254150390625,20.7763671875,3.73382568359375,22.854003906250004,20.7763671875,24.931640625,11169,13616,0,0,0,0.0,0.0,10864,2752,305,0.8766592697195884,0.7804037066302708,0,0,0,0.0,0.0
1f73406a-14e8-4be2-8450-9379d4f9b2b5___GHLB2 Leaf 9062,late_blight,late_blight,True,10.308837890625,11.0565185546875,0.7476806640625,12.162170410156252,11.0565185546875,13.267822265625,6756,7246,0,0,0,0.0,0.0,6561,685,195,0.9371518354520783,0.8817363257626664,0,0,0,0.0,0.0
1f8c98e1-b5ff-48eb-b676-7c51e99a1329___GCREC_Bact.Sp 5919,bacterial_spot,bacterial_spot,True,17.06390380859375,8.42132568359375,-8.642578125,3.3685302734375,2.526397705078125,3.7895965576171875,11183,5519,0,0,0,0.0,0.0,0,0,0,0.0,0.0,5340,179,5843,0.6394443779188121,0.4699876782256645
25b96058-36c9-4213-bb16-088e76cb30b1___RS_Erly.B 9417,early_blight,early_blight,True,17.852783203125,32.97882080078125,15.12603759765625,19.78729248046875,16.489410400390625,23.085174560546875,11700,21613,10874,10739,826,0.6528382313211059,0.4846027006551094,0,0,0,0.0,0.0,0,0,0,0.0,0.0
2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976,late_blight,late_blight,True,23.02703857421875,22.10845947265625,-0.9185791015625,24.31930541992188,22.10845947265625,26.5301513671875,15091,14489,0,0,0,0.0,0.0,14097,392,994,0.9531440162271805,0.9104824646386359,0,0,0,0.0,0.0
2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976_flipLR,late_blight,late_blight,True,23.08502197265625,21.87347412109375,-1.2115478515625,24.06082153320313,21.87347412109375,26.2481689453125,15129,14335,0,0,0,0.0,0.0,13974,361,1155,0.9485473798533804,0.902130406714009,0,0,0,0.0,0.0
2e604e19-fcb1-4d3c-9c04-4b154e1ca480___UF.GRC_BS_Lab Leaf 9241,bacterial_spot,bacterial_spot,True,9.78546142578125,27.1636962890625,17.37823486328125,10.865478515625,8.14910888671875,12.223663330078125,6413,17802,0,0,0,0.0,0.0,0,0,0,0.0,0.0,6351,11451,62,0.5245508982035928,0.3555194805194805
2e86ab04-c41e-4a4b-a674-552176d72ab1___GHLB2 Leaf 100,late_blight,late_blight,True,5.40771484375,7.84912109375,2.44140625,8.634033203125,7.84912109375,9.4189453125,3544,5144,0,0,0,0.0,0.0,3042,2102,502,0.7002762430939227,0.538788522848034,0,0,0,0.0,0.0
2effb567-7a19-49c6-b819-e79c9f3a03ab___GCREC_Bact.Sp 3582,bacterial_spot,bacterial_spot,True,8.819580078125,9.246826171875,0.42724609375,3.69873046875,2.7740478515625,4.16107177734375,5780,6060,0,0,0,0.0,0.0,0,0,0,0.0,0.0,5265,795,515,0.8893581081081081,0.8007604562737642
2f6eb969-db8b-48ae-954d-f716a61fce22___RS_Late.B 6555,late_blight,late_blight,True,7.03125,7.421875,0.390625,8.1640625,7.421875,8.90625,4608,4864,0,0,0,0.0,0.0,4427,437,181,0.9347550675675675,0.8775024777006938,0,0,0,0.0,0.0
2f9cc9b4-9244-4043-b786-25be4b3e4063___UF.GRC_BS_Lab Leaf 9032,bacterial_spot,bacterial_spot,True,43.0816650390625,21.13037109375,-21.9512939453125,8.4521484375,6.339111328125,9.5086669921875,28234,13848,0,0,0,0.0,0.0,0,0,0,0.0,0.0,13615,233,14619,0.6470700061784136,0.47827308813714126
2fa6cd46-eb76-481e-b15a-44c858f705b3___RS_Erly.B 9532,early_blight,early_blight,True,10.4522705078125,8.74786376953125,-1.70440673828125,5.24871826171875,4.373931884765625,6.123504638671875,6850,5733,4482,1251,2368,0.7123897321783359,0.5532650290087644,0,0,0,0.0,0.0,0,0,0,0.0,0.0
2ffcdf9e-9cf5-492e-80f8-6f80cd0be7cb___RS_Erly.B 7421,early_blight,early_blight,True,1.89208984375,1.800537109375,-0.091552734375,1.080322265625,0.9002685546875,1.2603759765625,1240,1180,891,289,349,0.7363636363636363,0.5827338129496403,0,0,0,0.0,0.0,0,0,0,0.0,0.0
3a1a6b9e-2a68-421f-adbe-229baf8a6093___GHLB Leaf 2 Day 13,late_blight,late_blight,True,19.55342754431635,2.485434486178257,-17.067993058138093,2.7339779347960826,2.485434486178257,2.9825213834139084,12619,1604,0,0,0,0.0,0.0,1604,0,11015,0.22555016522533924,0.12710991362231555,0,0,0,0.0,0.0
3a28881d-eede-4274-b158-c54ebd1c7164___GCREC_Bact.Sp 3136,bacterial_spot,bacterial_spot,True,1.33056640625,0.53863525390625,-0.79193115234375,0.2154541015625,0.161590576171875,0.2423858642578125,872,353,0,0,0,0.0,0.0,0,0,0,0.0,0.0,273,80,599,0.44571428571428573,0.2867647058823529
3a634ad7-1119-4ea1-9268-bedc8308fdc8___RS_Erly.B 7841,early_blight,early_blight,True,35.36834716796875,10.63690185546875,-24.7314453125,6.38214111328125,5.318450927734375,7.445831298828124,23179,6971,6971,0,16208,0.4624212271973466,0.30074636524440224,0,0,0,0.0,0.0,0,0,0,0.0,0.0
3ae2b5f3-a42f-49b1-8d27-dcfaaeda602f___GHLB2 Leaf 8840,late_blight,late_blight,True,8.96453857421875,8.91876220703125,-0.0457763671875,9.810638427734375,8.91876220703125,10.7025146484375,5875,5859,0,0,0,0.0,0.0,4893,952,982,0.8349829351535836,0.7167130511205507,0,14,0,0.0,0.0
3ae2b5f3-a42f-49b1-8d27-dcfaaeda602f___GHLB2 Leaf 8840_flipLR,late_blight,late_blight,True,10.003662109375,8.9599609375,-1.043701171875,9.85595703125,8.9599609375,10.751953125,6556,5872,0,0,0,0.0,0.0,5119,753,1437,0.8237850016092694,0.7003694075796962,0,0,0,0.0,0.0
3b1caf5d-9b90-4adc-bde6-8a16af479f0a___RS_Erly.B 8270,early_blight,early_blight,True,34.87548828125,19.07196044921875,-15.80352783203125,11.44317626953125,9.535980224609375,13.350372314453125,22856,12499,12180,319,10676,0.6890114552397115,0.5255663430420712,0,0,0,0.0,0.0,0,0,0,0.0,0.0
3d997709-70ca-4845-a4df-02995c20f5f0___GCREC_Bact.Sp 2987,bacterial_spot,bacterial_spot,True,2.35443115234375,0.9307861328125,-1.42364501953125,0.372314453125,0.27923583984375,0.418853759765625,1543,610,0,0,0,0.0,0.0,0,0,0,0.0,0.0,507,103,1036,0.47097073850441246,0.3080194410692588
3dab5935-91ca-489d-b4f4-127300fc527e___RS_Erly.B 6342,early_blight,early_blight,True,35.25848388671875,27.935791015625,-7.32269287109375,16.761474609375,13.9678955078125,19.5550537109375,23107,18308,15936,2372,7171,0.7695762404925751,0.6254562580949017,0,0,0,0.0,0.0,0,0,0,0.0,0.0
3f34a2bd-b608-43dc-8608-2827ab8d5c6a___GCREC_Bact.Sp 6372,bacterial_spot,bacterial_spot,True,4.1107177734375,1.20086669921875,-2.90985107421875,0.4803466796875,0.360260009765625,0.5403900146484375,2694,787,0,0,0,0.0,0.0,0,0,0,0.0,0.0,732,55,1962,0.42056880206837116,0.2662786467806475
3f34d522-9184-4f1e-bfd9-93d0cb571a7d___GCREC_Bact.Sp 3069,bacterial_spot,bacterial_spot,True,9.29107666015625,8.9599609375,-0.33111572265625,3.583984375,2.68798828125,4.031982421875,6089,5872,0,0,0,0.0,0.0,0,0,0,0.0,0.0,5035,837,1054,0.8419028509321963,0.726970834536529
4ce52d04-06f4-4b35-af47-804fdabed996___RS_Erly.B 8254,early_blight,early_blight,True,20.14007568359375,12.7532958984375,-7.38677978515625,7.6519775390625,6.37664794921875,8.92730712890625,13199,8358,7557,801,5642,0.7011179663218444,0.5397857142857143,0,0,0,0.0,0.0,0,0,0,0.0,0.0
4dcc0165-a3c5-4290-8262-16c63b677a7d___GCREC_Bact.Sp 3602,bacterial_spot,bacterial_spot,True,3.8116455078125,3.66668701171875,-0.14495849609375,1.4666748046875,1.100006103515625,1.6500091552734375,2498,2403,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1592,811,906,0.6496633340134667,0.481112118464793
4deeae7f-b339-4d5b-969c-b69ea27c1636___RS_Erly.B 7736,early_blight,early_blight,True,2.37274169921875,2.20489501953125,-0.1678466796875,1.32293701171875,1.102447509765625,1.543426513671875,1555,1445,1274,171,281,0.8493333333333334,0.7381228273464658,0,0,0,0.0,0.0,0,0,0,0.0,0.0
5ac54e63-40a4-4651-a900-fd3ab4d32bae___RS_Erly.B 7727,early_blight,late_blight,False,12.35504150390625,8.01544189453125,-4.339599609375,8.816986083984375,8.01544189453125,9.6185302734375,8097,5775,519,3,7578,0.12043160459450052,0.06407407407407407,0,5253,0,0.0,0.0,0,0,0,0.0,0.0
5ad16a00-4f2d-4872-a45c-80250b507ecc___RS_Erly.B 9378,early_blight,early_blight,True,39.0289306640625,15.65093994140625,-23.37799072265625,9.39056396484375,7.825469970703125,10.955657958984375,25578,10257,10039,218,15539,0.5602902190595787,0.3891688633896728,0,0,0,0.0,0.0,0,0,0,0.0,0.0
5b69f555-2033-48e7-83e7-9ff798eac600___GCREC_Bact.Sp 6395,bacterial_spot,bacterial_spot,True,36.01226806640625,39.117431640625,3.10516357421875,15.64697265625,11.7352294921875,17.60284423828125,23601,25636,0,0,0,0.0,0.0,0,0,0,0.0,0.0,22812,2824,789,0.9266202246278206,0.8632734153263955
5ba2c9ec-1d6f-4870-933d-6c9d05833d47___RS_Erly.B 6337,early_blight,early_blight,True,7.03887939453125,4.85992431640625,-2.178955078125,2.91595458984375,2.429962158203125,3.401947021484375,4613,3185,3092,93,1521,0.7930238522698128,0.657033574160646,0,0,0,0.0,0.0,0,0,0,0.0,0.0
5c81bfc2-d377-4fc8-9f51-ff26a997c20b___RS_Erly.B 6345,early_blight,early_blight,True,50.89874267578125,30.45806884765625,-20.440673828125,18.27484130859375,15.229034423828125,21.320648193359375,33357,19961,19746,215,13611,0.7406879477849881,0.588168712021923,0,0,0,0.0,0.0,0,0,0,0.0,0.0
5c973c59-c8da-4a3a-bd99-a645d0f83936___GCREC_Bact.Sp 6362,bacterial_spot,bacterial_spot,True,1.9317626953125,0.3082275390625,-1.62353515625,0.123291015625,0.09246826171875,0.138702392578125,1266,202,0,0,0,0.0,0.0,0,0,0,0.0,0.0,164,38,1102,0.22343324250681199,0.12576687116564417
5e498617-5f79-49ba-a46e-0acd8d6e0bee___GCREC_Bact.Sp 3037,bacterial_spot,bacterial_spot,True,9.4390869140625,10.693359375,1.2542724609375,4.27734375,3.2080078125,4.81201171875,6186,7008,0,0,0,0.0,0.0,0,0,0,0.0,0.0,5294,1714,892,0.8024859784750644,0.670126582278481
5e6a7174-2bb9-4fc6-88a9-8df6589f11ea___GCREC_Bact.Sp 6020,bacterial_spot,bacterial_spot,True,2.90374755859375,0.77362060546875,-2.130126953125,0.3094482421875,0.232086181640625,0.3481292724609375,1903,507,0,0,0,0.0,0.0,0,0,0,0.0,0.0,466,41,1437,0.3867219917012448,0.2397119341563786
5fc7639c-d04d-40bc-bbd3-68bf11183ed9___RS_Erly.B 7745,early_blight,late_blight,False,3.72467041015625,2.71148681640625,-1.01318359375,2.9826354980468754,2.71148681640625,3.2537841796875,2441,1991,214,0,2227,0.16120527306967986,0.0876689881196231,0,1777,0,0.0,0.0,0,0,0,0.0,0.0
6bbdcbc3-2969-4eec-b375-97bd4272fc89___GCREC_Bact.Sp 3669,bacterial_spot,bacterial_spot,True,7.68585205078125,8.3099365234375,0.62408447265625,3.323974609375,2.49298095703125,3.739471435546875,5037,5446,0,0,0,0.0,0.0,0,0,0,0.0,0.0,3975,1471,1062,0.7583706954116188,0.6107867240319607
6c300ff6-c94d-4065-8354-73a141b1b3d5___GCREC_Bact.Sp 3382,bacterial_spot,bacterial_spot,True,15.08636474609375,12.2467041015625,-2.83966064453125,4.898681640625,3.67401123046875,5.511016845703125,9887,8026,0,0,0,0.0,0.0,0,0,0,0.0,0.0,6981,1045,2906,0.7794339306648802,0.6385839736553238
6c3feee9-23a8-46c4-8ded-5b0ef2e49ff5___RS_Erly.B 9370,early_blight,early_blight,True,49.8565673828125,27.59246826171875,-22.26409912109375,16.55548095703125,13.796234130859375,19.314727783203125,32674,18224,17639,444,15035,0.6950371377346967,0.5326106648952231,0,141,0,0.0,0.0,0,0,0,0.0,0.0
6d1aae86-2d68-47ea-9f7e-caef44898e0d___GCREC_Bact.Sp 3839,bacterial_spot,bacterial_spot,True,4.754638671875,3.9520263671875,-0.8026123046875,1.580810546875,1.18560791015625,1.778411865234375,3116,2590,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1959,631,1157,0.68664563617245,0.5228182546036829
7b0955af-e428-4c82-9834-7158f6cf86db___UF.GRC_BS_Lab Leaf 0509,bacterial_spot,bacterial_spot,True,1.81884765625,0.885009765625,-0.933837890625,0.35400390625,0.2655029296875,0.39825439453125,1192,580,0,0,0,0.0,0.0,0,0,0,0.0,0.0,252,328,940,0.28442437923250563,0.16578947368421051
7b729ecb-5dce-4b92-afa0-4dce3ae45b10___UF.GRC_BS_Lab Leaf 0340,bacterial_spot,bacterial_spot,True,5.4229736328125,4.1778564453125,-1.2451171875,1.671142578125,1.25335693359375,1.880035400390625,3554,2738,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2319,419,1235,0.7371265098537826,0.5836899068713818
7c46d515-2090-4371-a5c2-0af04544b5e6___GCREC_Bact.Sp 3513,bacterial_spot,bacterial_spot,True,24.53155517578125,21.3043212890625,-3.22723388671875,8.521728515625,6.39129638671875,9.586944580078125,16077,13962,0,0,0,0.0,0.0,0,0,0,0.0,0.0,12800,1162,3277,0.852225440260994,0.7425024653402169
7d5c4263-84e6-40c1-ac2d-bb9bfae35890___UF.GRC_BS_Lab Leaf 0905,bacterial_spot,bacterial_spot,True,12.10479736328125,17.81768798828125,5.712890625,7.1270751953125,5.345306396484375,8.017959594726562,7933,11677,0,0,0,0.0,0.0,0,0,0,0.0,0.0,7467,4210,466,0.7615502294747578,0.6149221773861484
8e1c8815-49e0-4be6-a3a5-a426ab6b2445___RS_Erly.B 7822,early_blight,early_blight,True,2.39105224609375,0.65765380859375,-1.7333984375,0.39459228515625,0.328826904296875,0.46035766601562494,1567,431,431,0,1136,0.4314314314314314,0.2750478621569879,0,0,0,0.0,0.0,0,0,0,0.0,0.0
8f92a1b1-c99e-48b4-8cd2-d0bd09bc6a6b___RS_Erly.B 9479,early_blight,early_blight,True,2.15911865234375,0.16326904296875,-1.995849609375,0.09796142578125,0.081634521484375,0.11428833007812499,1415,178,107,0,1308,0.14060446780551905,0.07561837455830389,0,71,0,0.0,0.0,0,0,0,0.0,0.0
9e92ea05-2e0f-42cb-be52-f58745ee9acc___RS_Erly.B 9476,early_blight,early_blight,True,29.76837158203125,15.130615234375,-14.63775634765625,9.078369140625,7.5653076171875,10.5914306640625,19509,9916,9245,671,10264,0.6283772302463891,0.4581268582755203,0,0,0,0.0,0.0,0,0,0,0.0,0.0
9eaef8d7-dd22-449e-b837-d01a7eb4afe6___RS_Erly.B 7686,early_blight,healthy,False,0.76446533203125,0.0,-0.76446533203125,0.0,0.0,0.0,501,0,0,0,501,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0
9fcb89e0-c94e-427f-930b-73b4d12b8690___RS_Erly.B 9495,early_blight,early_blight,True,9.515380859375,7.15789794921875,-2.35748291015625,4.29473876953125,3.578948974609375,5.010528564453125,6236,4943,4347,344,1889,0.7956438180653427,0.6606382978723404,0,252,0,0.0,0.0,0,0,0,0.0,0.0
