sample_id,true_disease,predicted_disease,disease_correct,true_severity,predicted_severity,severity_error,predicted_yield_loss,predicted_yield_loss_low,predicted_yield_loss_high,true_lesion_pixels,predicted_lesion_pixels,early_blight_tp,early_blight_fp,early_blight_fn,early_blight_dice,early_blight_iou,late_blight_tp,late_blight_fp,late_blight_fn,late_blight_dice,late_blight_iou,bacterial_spot_tp,bacterial_spot_fp,bacterial_spot_fn,bacterial_spot_dice,bacterial_spot_iou
3a634ad7-1119-4ea1-9268-bedc8308fdc8___RS_Erly.B 7841,early_blight,late_blight,False,35.36834716796875,7.75909423828125,-27.6092529296875,8.535003662109375,7.75909423828125,9.3109130859375,23179,5274,189,0,22990,0.016175967134542963,0.008153932438845506,0,5085,0,0.0,0.0,0,0,0,0.0,0.0
3ae2b5f3-a42f-49b1-8d27-dcfaaeda602f___GHLB2 Leaf 8840,late_blight,late_blight,True,8.96453857421875,19.42291259765625,10.4583740234375,21.365203857421875,19.42291259765625,23.3074951171875,5875,12729,0,0,0,0.0,0.0,5797,6932,78,0.6231993119759192,0.45264308581244633,0,0,0,0.0,0.0
3ae2b5f3-a42f-49b1-8d27-dcfaaeda602f___GHLB2 Leaf 8840_flipLR,late_blight,late_blight,True,10.003662109375,18.3746337890625,8.3709716796875,20.21209716796875,18.3746337890625,22.049560546875,6556,12042,0,0,0,0.0,0.0,6367,5675,189,0.6846972792773417,0.5205625051099665,0,0,0,0.0,0.0
3b1caf5d-9b90-4adc-bde6-8a16af479f0a___RS_Erly.B 8270,early_blight,early_blight,True,34.87548828125,5.6365966796875,-29.2388916015625,3.3819580078125,2.81829833984375,3.9456176757812496,22856,5826,3694,0,19162,0.2782674199623352,0.16162058102905144,0,2132,0,0.0,0.0,0,0,0,0.0,0.0
3d997709-70ca-4845-a4df-02995c20f5f0___GCREC_Bact.Sp 2987,bacterial_spot,bacterial_spot,True,2.35443115234375,2.056884765625,-0.29754638671875,0.82275390625,0.6170654296875,0.92559814453125,1543,1349,0,0,0,0.0,0.0,0,1,0,0.0,0.0,598,750,945,0.41369768246281563,0.2607937200174444
3dab5935-91ca-489d-b4f4-127300fc527e___RS_Erly.B 6342,early_blight,early_blight,True,35.25848388671875,14.642333984375,-20.61614990234375,8.785400390625,7.3211669921875,10.2496337890625,23107,15159,8406,1190,14701,0.5140812769470691,0.34596863810346956,0,43,0,0.0,0.0,0,5520,0,0.0,0.0
3f34a2bd-b608-43dc-8608-2827ab8d5c6a___GCREC_Bact.Sp 6372,bacterial_spot,bacterial_spot,True,4.1107177734375,2.87628173828125,-1.23443603515625,1.1505126953125,0.862884521484375,1.2943267822265625,2694,1892,0,7,0,0.0,0.0,0,0,0,0.0,0.0,1396,489,1298,0.609740117929679,0.4385799560163368
3f34d522-9184-4f1e-bfd9-93d0cb571a7d___GCREC_Bact.Sp 3069,bacterial_spot,bacterial_spot,True,9.29107666015625,8.3099365234375,-0.98114013671875,3.323974609375,2.49298095703125,3.739471435546875,6089,5497,0,51,0,0.0,0.0,0,0,0,0.0,0.0,4569,877,1520,0.7921976592977893,0.6559000861326443
4ce52d04-06f4-4b35-af47-804fdabed996___RS_Erly.B 8254,early_blight,early_blight,True,20.14007568359375,5.084228515625,-15.05584716796875,3.050537109375,2.5421142578125,3.5589599609374996,13199,3559,3238,94,9961,0.3917488355211421,0.2435868502219213,0,16,0,0.0,0.0,0,211,0,0.0,0.0
4dcc0165-a3c5-4290-8262-16c63b677a7d___GCREC_Bact.Sp 3602,bacterial_spot,bacterial_spot,True,3.8116455078125,2.98919677734375,-0.82244873046875,1.1956787109375,0.896759033203125,1.3451385498046875,2498,2379,0,374,0,0.0,0.0,0,46,0,0.0,0.0,1327,632,1171,0.595467803455239,0.42396166134185304
4deeae7f-b339-4d5b-969c-b69ea27c1636___RS_Erly.B 7736,early_blight,late_blight,False,2.37274169921875,0.8056640625,-1.56707763671875,0.8862304687500001,0.8056640625,0.966796875,1555,552,0,24,1555,0.0,0.0,0,528,0,0.0,0.0,0,0,0,0.0,0.0
5ac54e63-40a4-4651-a900-fd3ab4d32bae___RS_Erly.B 7727,early_blight,early_blight,True,12.35504150390625,9.90447998046875,-2.4505615234375,5.94268798828125,4.952239990234375,6.933135986328125,8097,8292,2461,4030,5636,0.33740060323553606,0.20293559825183474,0,1798,0,0.0,0.0,0,3,0,0.0,0.0
5ad16a00-4f2d-4872-a45c-80250b507ecc___RS_Erly.B 9378,early_blight,bacterial_spot,False,39.0289306640625,9.2254638671875,-29.803466796875,3.690185546875,2.76763916015625,4.151458740234375,25578,8710,2568,96,23010,0.18185680900786064,0.10002336994624912,0,0,0,0.0,0.0,0,6046,0,0.0,0.0
5b69f555-2033-48e7-83e7-9ff798eac600___GCREC_Bact.Sp 6395,bacterial_spot,bacterial_spot,True,36.01226806640625,23.614501953125,-12.39776611328125,9.44580078125,7.0843505859375,10.62652587890625,23601,23718,0,8242,0,0.0,0.0,0,0,0,0.0,0.0,14943,533,8658,0.7647977070911278,0.6191679787851164
5ba2c9ec-1d6f-4870-933d-6c9d05833d47___RS_Erly.B 6337,early_blight,bacterial_spot,False,7.03887939453125,1.82037353515625,-5.218505859375,0.7281494140625,0.546112060546875,0.8191680908203125,4613,1702,437,0,4176,0.17306930693069306,0.09473227834381097,0,72,0,0.0,0.0,0,1193,0,0.0,0.0
5c81bfc2-d377-4fc8-9f51-ff26a997c20b___RS_Erly.B 6345,early_blight,early_blight,True,50.89874267578125,16.77093505859375,-34.1278076171875,10.06256103515625,8.385467529296875,11.739654541015625,33357,14922,10926,65,22431,0.49273924415982684,0.3269104182873556,0,90,0,0.0,0.0,0,3841,0,0.0,0.0
5c973c59-c8da-4a3a-bd99-a645d0f83936___GCREC_Bact.Sp 6362,bacterial_spot,bacterial_spot,True,1.9317626953125,0.7080078125,-1.2237548828125,0.283203125,0.21240234375,0.318603515625,1266,464,0,0,0,0.0,0.0,0,0,0,0.0,0.0,284,180,982,0.3283236994219653,0.19640387275242047
5e498617-5f79-49ba-a46e-0acd8d6e0bee___GCREC_Bact.Sp 3037,bacterial_spot,bacterial_spot,True,9.4390869140625,8.67919921875,-0.7598876953125,3.4716796875,2.603759765625,3.9056396484375,6186,7614,0,1926,0,0.0,0.0,0,0,0,0.0,0.0,4228,1460,1958,0.7121441805625737,0.5529688726131311
5e6a7174-2bb9-4fc6-88a9-8df6589f11ea___GCREC_Bact.Sp 6020,bacterial_spot,bacterial_spot,True,2.90374755859375,0.3387451171875,-2.56500244140625,0.135498046875,0.10162353515625,0.152435302734375,1903,233,0,9,0,0.0,0.0,0,2,0,0.0,0.0,177,45,1726,0.16658823529411765,0.09086242299794661
5fc7639c-d04d-40bc-bbd3-68bf11183ed9___RS_Erly.B 7745,early_blight,late_blight,False,3.72467041015625,7.012939453125,3.28826904296875,7.714233398437501,7.012939453125,8.41552734375,2441,4740,102,42,2339,0.07891682785299807,0.04107933950865888,0,4596,0,0.0,0.0,0,0,0,0.0,0.0
6bbdcbc3-2969-4eec-b375-97bd4272fc89___GCREC_Bact.Sp 3669,bacterial_spot,bacterial_spot,True,7.68585205078125,6.80389404296875,-0.8819580078125,2.7215576171875,2.041168212890625,3.0617523193359375,5037,5893,0,1062,0,0.0,0.0,0,372,0,0.0,0.0,2857,1602,2180,0.6017270429654591,0.4303358939599337
6c300ff6-c94d-4065-8354-73a141b1b3d5___GCREC_Bact.Sp 3382,bacterial_spot,bacterial_spot,True,15.08636474609375,14.70489501953125,-0.3814697265625,5.8819580078125,4.411468505859375,6.6172027587890625,9887,9735,0,98,0,0.0,0.0,0,0,0,0.0,0.0,7700,1937,2187,0.7887727924605613,0.6512178619756428
6c3feee9-23a8-46c4-8ded-5b0ef2e49ff5___RS_Erly.B 9370,early_blight,early_blight,True,49.8565673828125,13.80615234375,-36.0504150390625,8.28369140625,6.903076171875,9.664306640625,32674,11684,8912,136,23762,0.42720866689036957,0.27162450472416944,0,2636,0,0.0,0.0,0,0,0,0.0,0.0
6d1aae86-2d68-47ea-9f7e-caef44898e0d___GCREC_Bact.Sp 3839,bacterial_spot,bacterial_spot,True,4.754638671875,7.220458984375,2.4658203125,2.88818359375,2.1661376953125,3.24920654296875,3116,4732,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2595,2137,521,0.6613149847094801,0.49400342661336377
7b0955af-e428-4c82-9834-7158f6cf86db___UF.GRC_BS_Lab Leaf 0509,bacterial_spot,bacterial_spot,True,1.81884765625,4.61883544921875,2.79998779296875,1.8475341796875,1.385650634765625,2.0784759521484375,1192,4226,0,0,0,0.0,0.0,0,1199,0,0.0,0.0,966,2061,226,0.4579284190566485,0.29695665539502
7b729ecb-5dce-4b92-afa0-4dce3ae45b10___UF.GRC_BS_Lab Leaf 0340,bacterial_spot,late_blight,False,5.4229736328125,17.36602783203125,11.94305419921875,19.102630615234375,17.36602783203125,20.8392333984375,3554,11860,0,138,0,0.0,0.0,0,11381,0,0.0,0.0,209,132,3345,0.1073170731707317,0.05670103092783505
7c46d515-2090-4371-a5c2-0af04544b5e6___GCREC_Bact.Sp 3513,bacterial_spot,bacterial_spot,True,24.53155517578125,19.5404052734375,-4.99114990234375,7.816162109375,5.86212158203125,8.793182373046875,16077,13750,0,944,0,0.0,0.0,0,0,0,0.0,0.0,11376,1430,4701,0.7877298064605477,0.6497972239675558
7d5c4263-84e6-40c1-ac2d-bb9bfae35890___UF.GRC_BS_Lab Leaf 0905,bacterial_spot,bacterial_spot,True,12.10479736328125,16.69921875,4.59442138671875,6.6796875,5.009765625,7.5146484375,7933,12548,0,455,0,0.0,0.0,0,1149,0,0.0,0.0,6383,4561,1550,0.6762727128251311,0.5108852249079558
8e1c8815-49e0-4be6-a3a5-a426ab6b2445___RS_Erly.B 7822,early_blight,late_blight,False,2.39105224609375,0.02288818359375,-2.3681640625,0.025177001953125003,0.02288818359375,0.0274658203125,1567,15,0,0,1567,0.0,0.0,0,15,0,0.0,0.0,0,0,0,0.0,0.0
8f92a1b1-c99e-48b4-8cd2-d0bd09bc6a6b___RS_Erly.B 9479,early_blight,healthy,False,2.15911865234375,0.0,-2.15911865234375,0.0,0.0,0.0,1415,0,0,0,1415,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0
9e92ea05-2e0f-42cb-be52-f58745ee9acc___RS_Erly.B 9476,early_blight,early_blight,True,29.76837158203125,4.3975830078125,-25.37078857421875,2.6385498046875,2.19879150390625,3.07830810546875,19509,3891,2855,27,16654,0.25501317493635833,0.14614045864045863,0,1009,0,0.0,0.0,0,0,0,0.0,0.0
9eaef8d7-dd22-449e-b837-d01a7eb4afe6___RS_Erly.B 7686,early_blight,bacterial_spot,False,0.76446533203125,0.006103515625,-0.75836181640625,0.00244140625,0.0018310546875,0.00274658203125,501,4,0,0,501,0.0,0.0,0,0,0,0.0,0.0,0,4,0,0.0,0.0
9fcb89e0-c94e-427f-930b-73b4d12b8690___RS_Erly.B 9495,early_blight,late_blight,False,9.515380859375,4.486083984375,-5.029296875,4.9346923828125,4.486083984375,5.38330078125,6236,4116,1118,56,5118,0.3017543859649123,0.17768595041322313,0,2940,0,0.0,0.0,0,2,0,0.0,0.0
