path,source,label,raw_label,group_id,sha256,width,height,file_bytes,duplicate_count,split
artifacts/data/classification/images/bacterial_spot/06d98f32-c416-4a79-81df-8e64f8bb7779___GCREC_Bact.Sp 3083.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,06d98f32-c416-4a79-81df-8e64f8bb7779,d770e7af9b95681edeb43766966a4b1123e917e564c03dd42b3b7416260b4316,256,256,13465,1,train
artifacts/data/classification/images/bacterial_spot/06d99389-13fd-4fd1-8734-eb82ea657ce3___UF.GRC_BS_Lab Leaf 8896.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,06d99389-13fd-4fd1-8734-eb82ea657ce3,e271680edd2f6e1687ba527f4b7586f286bc2a6f1d97a9689f624dd783c21d19,256,256,9930,1,train
artifacts/data/classification/images/bacterial_spot/06f23987-e01b-40dc-98ef-a5b33e86bc90___UF.GRC_BS_Lab Leaf 0308.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,06f23987-e01b-40dc-98ef-a5b33e86bc90,b546d8834b125e5b686ed607ef09a9874c9dc2b74f597be02e5087303e9651fc,256,256,10136,1,train
artifacts/data/classification/images/bacterial_spot/070228e2-ba4e-4de8-813b-074e51ed6f5a___UF.GRC_BS_Lab Leaf 0661.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,070228e2-ba4e-4de8-813b-074e51ed6f5a,09a3c4b96feb11a008701f1fc5bd509f6156847149ebfc6e1d2363e8a42cd5da,256,256,10393,1,train
artifacts/data/classification/images/bacterial_spot/07238109-52ed-4369-b16c-6f5844858b81___UF.GRC_BS_Lab Leaf 0447.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,07238109-52ed-4369-b16c-6f5844858b81,5bab5c71e17542d023d4fb1aaa67206a91a7cb44cd7f00698eac5b550c079817,256,256,10932,1,train
artifacts/data/classification/images/bacterial_spot/07246956-b38c-4d28-acec-85d032ba989e___UF.GRC_BS_Lab Leaf 0278.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,07246956-b38c-4d28-acec-85d032ba989e,f371c8c480220d701ec0b46455b0cfc04ddcfc84931fbfcdb31c29a694edaa52,256,256,8981,1,train
artifacts/data/classification/images/bacterial_spot/072f9c7d-c296-49d9-a432-6ec9448cab2a___GCREC_Bact.Sp 3558.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,072f9c7d-c296-49d9-a432-6ec9448cab2a,0e72b4463127b645a85f49229d43ef6115657992feacfafc07094c7d748f6ca6,256,256,13371,1,train
artifacts/data/classification/images/bacterial_spot/0740bf94-09c3-4718-8375-6ceed7db97a3___GCREC_Bact.Sp 3628.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,0740bf94-09c3-4718-8375-6ceed7db97a3,7028507b9b10b8b70b936927581950c002b100d2fb5571a3a8e9cba85b13789c,256,256,13966,1,train
artifacts/data/classification/images/bacterial_spot/07458546-6893-49c8-b94f-edde706b19fa___GCREC_Bact.Sp 3835.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,07458546-6893-49c8-b94f-edde706b19fa,da531916b02902d241e9fd55fc2185b2e5844f4938364ebc408bbef478f29d17,256,256,12738,1,val
artifacts/data/classification/images/bacterial_spot/0756753c-decb-4344-892f-4677b8215f0f___GCREC_Bact.Sp 5778.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,0756753c-decb-4344-892f-4677b8215f0f,690246d0da3e4d06eb9983a24f051dd0b426bc8f0aeeb0ba0f13b750f1a3a63c,256,256,13169,1,train
artifacts/data/classification/images/bacterial_spot/075caa8d-0748-441c-a365-754b43a5b538___GCREC_Bact.Sp 5625.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,075caa8d-0748-441c-a365-754b43a5b538,0e745d890b94d8089f3ae89d00538200c96b179bbf5a4d4019b9757a5f82f63a,256,256,12649,1,train
artifacts/data/classification/images/bacterial_spot/076ef17d-dfd3-4dbc-a351-a14eff1aecdb___UF.GRC_BS_Lab Leaf 8980.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,076ef17d-dfd3-4dbc-a351-a14eff1aecdb,c31a22474ebf1f97702d9266f44ff8f3f04221c18617c94b31489c3d5de67889,256,256,10781,1,train
artifacts/data/classification/images/bacterial_spot/07957e12-d57c-45db-9243-731dd6b8caaa___GCREC_Bact.Sp 5878.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,07957e12-d57c-45db-9243-731dd6b8caaa,94d591dd9b51f03f10a468728a03c075e936a87d12ecf5be641a1cb3f0e59c7e,256,256,12935,1,train
artifacts/data/classification/images/bacterial_spot/07de82e1-7258-4c8d-a595-cb2334f02fb4___UF.GRC_BS_Lab Leaf 0418.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,07de82e1-7258-4c8d-a595-cb2334f02fb4,c02fc98e2425e6b5c4fb082ff1e56d048164f993388684f56e1bb19445974b17,256,256,10730,1,train
artifacts/data/classification/images/bacterial_spot/07f5c629-92da-49ad-b132-6268199882f8___GCREC_Bact.Sp 3362.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,07f5c629-92da-49ad-b132-6268199882f8,14a442f33fcb3a991afa7fc60e04f89111724ed2c3481f7af59a9696cb838724,256,256,15758,1,train
artifacts/data/classification/images/bacterial_spot/0809f630-10f6-48b4-9aa2-6c08852aa83a___GCREC_Bact.Sp 5626.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,0809f630-10f6-48b4-9aa2-6c08852aa83a,28d2649e4d0237e8b721a8d01424d593b6f3757e9b5065abaf27ef65b0d48191,256,256,12052,1,train
artifacts/data/classification/images/bacterial_spot/083959e5-833b-4c10-9215-0b0aca81c8ca___UF.GRC_BS_Lab Leaf 0297.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,083959e5-833b-4c10-9215-0b0aca81c8ca,fba6e2d71b2187b32acb54ea97a2f08e4fcdb83301f73aaf94cebf521fac880b,256,256,9490,1,train
artifacts/data/classification/images/bacterial_spot/086880d1-73c4-40d3-99ea-d446c2299692___GCREC_Bact.Sp 3333.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,086880d1-73c4-40d3-99ea-d446c2299692,03b732986350b4570259d6a52e23d898bc654fab89565fb46264cb832b93abae,256,256,14049,1,train
artifacts/data/classification/images/bacterial_spot/086dd5ed-279a-458b-aa4a-1484305ac21c___UF.GRC_BS_Lab Leaf 8835.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,086dd5ed-279a-458b-aa4a-1484305ac21c,1ba57dbba0acfad07e6ba75aefd313e92a4af4049c64b81908f1bc0446137011,256,256,11093,1,train
artifacts/data/classification/images/bacterial_spot/087cec29-0b94-4fd0-9c29-92f50cc8155f___UF.GRC_BS_Lab Leaf 0289.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,087cec29-0b94-4fd0-9c29-92f50cc8155f,ea28111d9fa98e960144c929f9096f42b26bc2a00504f35a978b77124e29bc34,256,256,9312,1,test
artifacts/data/classification/images/bacterial_spot/088a515b-7dd2-469a-b921-6a7de9edb7db___GCREC_Bact.Sp 3365.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,088a515b-7dd2-469a-b921-6a7de9edb7db,e386702e149ebae38bf51c52d2f6bd67096808e219b402586ff88e41202081e6,256,256,17307,1,train
artifacts/data/classification/images/bacterial_spot/0893cbc5-7c6f-4ed2-863a-78f0bdb31ba0___GCREC_Bact.Sp 6174.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,0893cbc5-7c6f-4ed2-863a-78f0bdb31ba0,6a36ae10c084e61548724802faab84ddf7e586ba742229e38f9a4251c548903d,256,256,14030,1,train
artifacts/data/classification/images/bacterial_spot/08a25478-76ed-4e4c-8ad0-bc7322f050b0___GCREC_Bact.Sp 3028.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,08a25478-76ed-4e4c-8ad0-bc7322f050b0,0b290d5e1b45d10b9f38978613632418c3b742394300cf9814f9ae0d336219ca,256,256,11812,1,train
artifacts/data/classification/images/bacterial_spot/08b479e4-0063-41e5-b85d-279b9aedd38f___UF.GRC_BS_Lab Leaf 0485.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,08b479e4-0063-41e5-b85d-279b9aedd38f,d87670229270419fcc38d1e4a8f96535a6fbd8a31b8412cf90bbb215ec245d39,256,256,10056,1,train
artifacts/data/classification/images/bacterial_spot/08fd8d64-fdb3-49bb-93d9-6635ced701d4___UF.GRC_BS_Lab Leaf 0272.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,08fd8d64-fdb3-49bb-93d9-6635ced701d4,422891f181934a54f9772202ae0b93b55b2d503bda36212d7b0b60a3fb4d3054,256,256,8522,1,train
artifacts/data/classification/images/bacterial_spot/090e981e-4e75-48db-806d-c28c970f3c9a___UF.GRC_BS_Lab Leaf 9256.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,090e981e-4e75-48db-806d-c28c970f3c9a,6fbe0b36115afa2755fb1fb327215f90e9a3a67b0f235bd56c7ff1dbbc6be12b,256,256,10532,1,train
artifacts/data/classification/images/bacterial_spot/09442ca2-e279-4937-8ba0-faa85901f199___GCREC_Bact.Sp 5643.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,09442ca2-e279-4937-8ba0-faa85901f199,f36a81645517c158ca4f69a3ff5934654c5e39944b91fa307d0a400143a4eceb,256,256,12432,1,train
artifacts/data/classification/images/bacterial_spot/095f2dd4-7e65-44ab-a867-c5d9634ec532___GCREC_Bact.Sp 3801.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,095f2dd4-7e65-44ab-a867-c5d9634ec532,cc552f580e115e79ef8414a37cc32347ffc4c4ab31378175bd2edb373685c9bb,256,256,12175,1,train
artifacts/data/classification/images/bacterial_spot/096c159e-7f45-404c-ba64-eecc7941ce23___GCREC_Bact.Sp 5675.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,096c159e-7f45-404c-ba64-eecc7941ce23,3814e344d49c7507250d64aeb5467e3d36b0878d146a500be385287830cf0047,256,256,11745,1,train
artifacts/data/classification/images/bacterial_spot/098b62a4-f92b-4c0d-9ab9-a6061a9d1625___GCREC_Bact.Sp 2955.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,098b62a4-f92b-4c0d-9ab9-a6061a9d1625,a037911ec31f3d7befb758b3882d61339763000378f7506bf5cba409c7372796,256,256,15118,1,train
artifacts/data/classification/images/bacterial_spot/09c1a12a-ad44-4522-9755-851d6a042f02___GCREC_Bact.Sp 5585.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,09c1a12a-ad44-4522-9755-851d6a042f02,2892d02314530520a9a0f86c2471cd863ff3f47eaa8398482fc1a11bf4b30591,256,256,12529,1,train
artifacts/data/classification/images/bacterial_spot/09ebe433-a21f-4ffe-9954-e3ce4347143f___UF.GRC_BS_Lab Leaf 1084.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,09ebe433-a21f-4ffe-9954-e3ce4347143f,67480077f67f0d3333fa04d3797141cc1a1bf9462357cddf0ce13280ff0803a4,256,256,10397,1,train
artifacts/data/classification/images/bacterial_spot/0a1655ed-797c-4d1d-ba35-dc255d68a2ee___GCREC_Bact.Sp 3560.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,0a1655ed-797c-4d1d-ba35-dc255d68a2ee,1a12da7b5710e5a3b176429e681c3fb1502096489fd2e93e327be71f55d2be35,256,256,14334,1,train
artifacts/data/classification/images/bacterial_spot/0a22f50a-5f25-4cf6-816b-76cae94b7f30___GCREC_Bact.Sp 6103.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,0a22f50a-5f25-4cf6-816b-76cae94b7f30,272d826468b07bc24a5bd0b401a99c12364e513304f9a3f304aad2d8e71b4035,256,256,12487,1,train
artifacts/data/classification/images/bacterial_spot/0a64655c-4052-4e5f-a696-2a6cf25d10c9___GCREC_Bact.Sp 6017.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,0a64655c-4052-4e5f-a696-2a6cf25d10c9,f32b258b08b96ed4116280e464fce6cda070312d99e83fcc5c2c1dc8fd69ab63,256,256,15027,1,train
